기사 제목,이모티콘 수,댓글 수,게시된 시간,기자 이름,구독 수,응원 수,이미지 title,원본기사주소
[포토] 평산책방에서 만난 문재인과 김경수,"['0', '0', '0', '0', '0']",0,오후 10:21,null,0,0,국민일보,https://n.news.naver.com/mnews/article/005/0001698026?sid=100
"尹 대통령 ""진정성 가지고 일했는데 총선 결과 안타깝다""","['15', '0', '44', '1', '8']",216,오후 10:14,이밝음,"2,665","1,549",뉴스1,https://n.news.naver.com/mnews/article/421/0007556126?sid=100
"한 총리 ""내일부터 군의관 120명 상급병원 등에 추가 파견""","['0', '0', '0', '0', '0']",0,오후 10:12,김대겸,848,696,YTN,https://n.news.naver.com/mnews/article/052/0002038902?sid=100
"교도 ""한일 정상회담 26일 서울 개최 조율…라인 사태 논의될 듯""","['0', '0', '1', '0', '6']",10,오후 10:11,김성수,537,"1,222",이데일리,https://n.news.naver.com/mnews/article/018/0005745834?sid=100
"한 총리 ""270만 호 주택공급 위해 원도심 정비 노력""","['0', '0', '0', '0', '0']",2,오후 10:08,김대겸,848,696,YTN,https://n.news.naver.com/mnews/article/052/0002038898?sid=100
"민주당 22대 당선자들 ""당원 민주주의 강화""","['0', '0', '2', '0', '0']",8,오후 10:07,김세정,"2,062","2,926",더팩트,https://n.news.naver.com/mnews/article/629/0000290101?sid=100
"대통령실, 다음 달 공매도 재개설 일축...""시스템 갖춰져야""","['0', '0', '1', '0', '0']",8,오후 10:04,강희경,"1,922","2,321",YTN,https://n.news.naver.com/mnews/article/052/0002038895?sid=100
"尹 호위무사 자처하면 공범""...與 의원 전원에 서한도","['1', '1', '2', '0', '2']",18,오후 9:53,정인용,315,338,YTN,https://n.news.naver.com/mnews/article/052/0002038891?sid=100
홍남표 창원시장 항소심 첫 재판…‘진술 거부권’,"['0', '0', '0', '0', '0']",0,오후 9:53,최진석,288,910,KBS,https://n.news.naver.com/mnews/article/056/0011726364?sid=100
"국민의힘, 강원도의회 의장 후보 ‘결선투표’로 선출","['0', '0', '0', '0', '0']",0,오후 9:53,엄기숙,274,334,KBS,https://n.news.naver.com/mnews/article/056/0011726394?sid=100
“N번방 총선에서 젠더갈등 총선까지... 사실상 무력했다” 정의당 내부 자성 목소리,"['0', '0', '0', '0', '0']",22,오후 9:53,위지혜,"1,261","1,032",매일경제,https://n.news.naver.com/mnews/article/009/0005307413?sid=100
미활용 군용지 활용 물꼬…강원도-국방부 협약,"['0', '0', '0', '0', '0']",0,오후 9:52,엄기숙,274,334,KBS,https://n.news.naver.com/mnews/article/056/0011726393?sid=100
"與, 특검 재표결 '반대 당론'...이탈표 단속 '안간힘'","['1', '0', '6', '1', '11']",87,오후 9:51,김다연,"1,516","5,800",YTN,https://n.news.naver.com/mnews/article/052/0002038888?sid=100
"조국, 대구 찾아 전세사기 피해자 추모","['0', '0', '1', '0', '1']",2,오후 9:50,이하늬,351,"1,037",KBS,https://n.news.naver.com/mnews/article/056/0011726341?sid=100
"조국혁신당, ‘새만금 잼버리’ 국정조사 제안","['0', '0', '0', '0', '0']",0,오후 9:48,안태성,200,182,KBS,https://n.news.naver.com/mnews/article/056/0011726349?sid=100
채 상병 특검법 거부 파장…“탄핵 운동 추진”,"['0', '0', '0', '0', '0']",3,오후 9:47,안태성,200,182,KBS,https://n.news.naver.com/mnews/article/056/0011726348?sid=100
"대구시·경북도, 행정통합 실무 협의 착수","['0', '0', '0', '0', '0']",1,오후 9:47,김도훈,475,166,KBS,https://n.news.naver.com/mnews/article/056/0011726337?sid=100
"‘직구 역풍’에 화들짝 놀란 당정, 매주 ‘정책사전협의’ 한다","['3', '1', '0', '0', '5']",49,오후 9:47,우제윤,"1,478",916,매일경제,https://n.news.naver.com/mnews/article/009/0005307411?sid=100
"육군, 32사단 수류탄 폭발 사고 원인 조사","['0', '0', '0', '0', '0']",0,오후 9:45,김예은,357,899,KBS,https://n.news.naver.com/mnews/article/056/0011726359?sid=100
‘멈춰 있는’ 경남도의회 윤리특위,"['0', '0', '0', '0', '0']",0,오후 9:43,손원혁,490,670,KBS,https://n.news.naver.com/mnews/article/056/0011726321?sid=100
"윤 대통령, 매카시 前 미국 하원의장 접견…""한미동맹 강화""","['0', '0', '0', '0', '0']",6,오후 9:42,안채원,"2,534","2,735",머니투데이,https://n.news.naver.com/mnews/article/008/0005041357?sid=100
"나경원 ""당대표 출마? 아직 고민 안한다…룰·대진표 중요치 않아""","['1', '0', '1', '0', '0']",5,오후 9:42,이원율,"41,962","13,284",헤럴드경제,https://n.news.naver.com/mnews/article/016/0002312266?sid=100
"주한미군 父子 '깜짝 상봉' 지켜본 尹 ""자유와 연대로 공동 번영""…ALC 개막","['0', '0', '12', '0', '0']",5,오후 9:40,홍연주,"3,055","5,815",TV조선,https://n.news.naver.com/mnews/article/448/0000459572?sid=100
"김정은 초상화, 김일성·김정일과 나란히…우상화 작업 정점","['1', '0', '0', '0', '0']",0,오후 9:39,고은희,450,168,KBS,https://n.news.naver.com/mnews/article/056/0011726312?sid=100
[단독] 미 특사 “트럼프 와도 대북 인권정책 유지될 것…정보유입 새 방안 고민”,"['0', '0', '0', '0', '0']",4,오후 9:38,신지혜,"1,302","3,329",KBS,https://n.news.naver.com/mnews/article/056/0011726310?sid=100
"김일성·김정일 옆 '김정은 초상화' 첫 등장…""스스로 우상화""","['14', '4', '0', '3', '0']",36,오후 9:37,김충령,555,"2,293",TV조선,https://n.news.naver.com/mnews/article/448/0000459571?sid=100
성평등한 22대 국회 만들기 위해 “여성의원 초당적 협력해야”,"['0', '0', '8', '0', '1']",12,오후 9:37,신다인,134,130,여성신문,https://n.news.naver.com/mnews/article/310/0000116503?sid=100
"윤 대통령, 매카시 전 미국 하원의장 접견","['0', '0', '0', '1', '0']",1,오후 9:32,김미희,816,"1,305",국제신문,https://n.news.naver.com/mnews/article/658/0000074275?sid=100
"'총통 취임식 때문?'…中, 한일 공사 불러 대만 문제 항의","['0', '0', '0', '0', '0']",0,오후 9:31,김정수,556,642,더팩트,https://n.news.naver.com/mnews/article/629/0000290096?sid=100
"이재준 수원시장 ""노후 주거지 재창조 시작할 골든 타임""","['1', '0', '1', '0', '0']",3,오후 9:28,최경준,618,313,오마이뉴스,https://n.news.naver.com/mnews/article/047/0002434315?sid=100
‘당정 정책협 정례화’ 제2 직구 사태 막을 수 있을까,"['0', '0', '0', '0', '0']",0,오후 9:26,박순봉,"4,335","2,173",경향신문,https://n.news.naver.com/mnews/article/032/0003297861?sid=100
‘강성 팬덤’ 목소리 더 반영?…민주당 ‘당원 민주주의’에 학계선 비판,"['0', '0', '0', '1', '0']",10,오후 9:24,박용하,"3,426","1,279",경향신문,https://n.news.naver.com/mnews/article/032/0003297860?sid=100
"민주당 “거부당한 법안들, 다음 국회 문 열자마자 재발의”","['10', '0', '23', '1', '2']",43,오후 9:24,손우성,946,360,경향신문,https://n.news.naver.com/mnews/article/032/0003297859?sid=100
"채 상병 특검법 재표결 D-5…여야, 이탈 17표 놓고 ‘물밑 작전’","['3', '0', '1', '1', '2']",32,오후 9:24,조미덥,69,18,경향신문,https://n.news.naver.com/mnews/article/032/0003297858?sid=100
"여당 당권주자들, 갈리는 ‘입장’…한동훈은 어떤 ‘입장’ 내놓을까","['3', '0', '5', '2', '2']",56,오후 9:24,조미덥,69,18,경향신문,https://n.news.naver.com/mnews/article/032/0003297857?sid=100
"[백브RE핑] '여성판 N번방 사건' 분노한 허은아, 나경원…개혁신당 손내미는 국힘, 연대 가능성은?","['3', '2', '16', '0', '54']",34,오후 9:24,최종혁,"2,905","2,806",JTBC,https://n.news.naver.com/mnews/article/437/0000393874?sid=100
21대 국회 떠나는 김진표 의장 “합의 안 돼도 28일 특검법 표결”,"['3', '0', '3', '0', '0']",20,오후 9:23,박용하,"3,426","1,279",경향신문,https://n.news.naver.com/mnews/article/032/0003297856?sid=100
조선노동당 중앙간부학교에 세워진 김정은 모자이크 벽화,"['0', '0', '0', '0', '0']",0,오후 9:22,null,0,0,뉴시스,https://n.news.naver.com/mnews/article/003/0012561773?sid=100
손 흔드는 김정은 위원장,"['0', '0', '0', '0', '0']",0,오후 9:22,null,0,0,뉴시스,https://n.news.naver.com/mnews/article/003/0012561772?sid=100
국가 부르는 김정은 위원장,"['0', '0', '0', '0', '0']",0,오후 9:22,null,0,0,뉴시스,https://n.news.naver.com/mnews/article/003/0012561771?sid=100
이동하는 김정은 위원장,"['0', '0', '0', '0', '0']",0,오후 9:22,null,0,0,뉴시스,https://n.news.naver.com/mnews/article/003/0012561770?sid=100
"조국 ""대구에 박정희 동상 세울 이유 납득 어려워""","['44', '1', '67', '2', '2']",188,오후 9:22,조정훈,"1,716","1,037",오마이뉴스,https://n.news.naver.com/mnews/article/047/0002434314?sid=100
23일 노무현 전 대통령 15주기[포토뉴스],"['0', '0', '0', '0', '0']",0,오후 9:21,null,0,0,경향신문,https://n.news.naver.com/mnews/article/032/0003297854?sid=100
"1기 신도시 선도지구 기준 물량 분당 8천가구, 일산 6천가구, 평촌·중동·산본 각 4천가구 등 총 2만6천가구","['1', '0', '0', '0', '0']",0,오후 9:20,이정훈,"6,816","1,059",강원일보,https://n.news.naver.com/mnews/article/087/0001045822?sid=100
'설익은 정책' 논란에 공매도 재개도 엇박자…'정책당정' 주1회 정례화,"['0', '0', '0', '0', '2']",4,오후 9:17,황선영,"1,942","3,074",TV조선,https://n.news.naver.com/mnews/article/448/0000459560?sid=100
한동훈 대표 되면 탈당 與 위기 속 '자중지란'…홍준표 강성 발언엔 '뭇매',"['4', '1', '23', '1', '0']",64,오후 9:15,이채림,"2,691","5,691",TV조선,https://n.news.naver.com/mnews/article/448/0000459559?sid=100
"28일 재의결 앞두고 비상걸린 與 ""본회의 총동원령""…'반대 당론'에 반발도","['0', '0', '0', '0', '0']",4,오후 9:14,정민진,"1,514","1,995",TV조선,https://n.news.naver.com/mnews/article/448/0000459557?sid=100
"'전국민 25만원은 후손 삥뜯기', 삭발 시위한 김영민…""딸 키우는 아빠로 나섰다""","['8', '1', '487', '2', '6']",497,오후 9:14,심헌재,"1,395",697,매일신문,https://n.news.naver.com/mnews/article/088/0000879919?sid=100
"홍준표 “내가 30년간 당 지키고 살린 뿌리, ‘찐윤’은 찐드기처럼 윤에 기생하는 진드기”","['1', '1', '1', '0', '0']",1,오후 9:14,손봉석,"9,729","14,081",스포츠경향,https://n.news.naver.com/mnews/article/144/0000963341?sid=100
"추미애 ""욱하지만 나도 남아, 탈당 마라""…'친명' 김성환 ""우원식 찍었다"" 첫 공개","['12', '0', '4', '0', '0']",43,오후 9:12,최원희,"2,500","7,219",TV조선,https://n.news.naver.com/mnews/article/448/0000459556?sid=100
"野 워크숍 ""500만명 당심이 곧 중도층 반영""…일시귀국 김경수, 文 예방","['6', '0', '0', '0', '0']",3,오후 9:10,장세희,547,756,TV조선,https://n.news.naver.com/mnews/article/448/0000459555?sid=100
잇단 정책 혼선에 매주 당정대…공매도에는 “입장 변화 없어”,"['0', '0', '0', '0', '0']",0,오후 9:09,정새배,"1,345",643,KBS,https://n.news.naver.com/mnews/article/056/0011726291?sid=100
"무함마드 UAE 대통령, 28~29일 첫 국빈 방한... 尹 대통령과 정상회담","['0', '0', '11', '1', '2']",9,오후 9:09,김학재,"5,904","2,250",파이낸셜뉴스,https://n.news.naver.com/mnews/article/014/0005189017?sid=100
"민주 ""법사위·운영위"" vs 與 ""관례 어긋나""...실제 어땠나?","['6', '1', '0', '1', '8']",105,오후 9:08,나혜인,"3,393","2,973",YTN,https://n.news.naver.com/mnews/article/052/0002038880?sid=100
"野, '박근혜 판결문' 읽으며 ""탄핵열차 시동""…與 향해 ""무도한 정권 공범되려하나""","['587', '3', '10', '0', '4']",656,오후 9:08,최지원,"5,641","9,281",TV조선,https://n.news.naver.com/mnews/article/448/0000459554?sid=100
‘해병대원 특검법’ 여야 공방 계속…“당론으로 반대”·“반드시 재의결”,"['0', '0', '0', '0', '4']",2,오후 9:07,김민철,"1,285",620,KBS,https://n.news.naver.com/mnews/article/056/0011726290?sid=100
"'버닝썬 논란' 윤규근 총경, 갑질 의혹 무혐의","['0', '0', '0', '0', '3']",1,오후 9:07,차승은,964,"1,619",연합뉴스TV,https://n.news.naver.com/mnews/article/422/0000661181?sid=100
"尹, 매카시 전 美 하원의장 만나 ""글로벌 포괄 전략동맹 지속 확대""","['0', '0', '6', '0', '0']",23,오후 9:07,김명지,"1,270",831,노컷뉴스,https://n.news.naver.com/mnews/article/079/0003897797?sid=100
"'해병 특검법' 28일 재표결…""단일대오"" vs ""양심투표""","['28', '0', '1', '0', '6']",113,오후 9:04,null,0,0,연합뉴스TV,https://n.news.naver.com/mnews/article/422/0000661179?sid=100
“윤석열은 특검이 무섭다”...거부권 진짜 이유와 재의결 가능성은? [막전막후],"['7', '4', '108', '4', '29']",171,오후 9:03,null,0,0,한겨레,https://n.news.naver.com/mnews/article/028/0002690524?sid=100
"尹대통령, 매카시 前 美하원의장 접견…한미 동맹 지원 당부","['0', '0', '1', '0', '1']",3,오후 9:03,박지원,"2,570","3,405",세계일보,https://n.news.naver.com/mnews/article/022/0003935359?sid=100
제2경춘국도 사업 정상화 열쇠는 '5천억',"['2', '0', '0', '0', '1']",6,오후 9:03,최기영,"1,350","3,493",강원일보,https://n.news.naver.com/mnews/article/087/0001045816?sid=100
'탄광유산에 꽃을 피우다' 검은황금 기록 사진전 서울서 개막,"['0', '0', '1', '0', '0']",0,오후 9:02,이무헌,"1,392","1,098",강원일보,https://n.news.naver.com/mnews/article/087/0001045814?sid=100
"韓日 정상회담 26일 개최 조율…""라인 사태 논의 가능성""","['1', '0', '1', '0', '2']",26,오후 9:00,정혜진,"1,285","1,202",서울경제,https://n.news.naver.com/mnews/article/011/0004344010?sid=100
"윤건영 ""尹, 파멸을 '빌드업' 하고 있다…총선 후 '악어의 눈물'""","['13', '1', '45', '0', '2']",55,오후 9:00,이명선,"10,349","2,917",프레시안,https://n.news.naver.com/mnews/article/002/0002332813?sid=100
당정 매주 만나 정책사전조율 첫 주제는 '서민·중산층 시대',"['0', '0', '2', '0', '0']",0,오후 8:59,우제윤,"1,478",916,매일경제,https://n.news.naver.com/mnews/article/009/0005307400?sid=100
"민주 워크숍, 개혁·민생 속도전 예고…당원권 강화 화두","['1', '0', '0', '0', '0']",1,오후 8:50,이다현,462,991,연합뉴스TV,https://n.news.naver.com/mnews/article/422/0000661175?sid=100
"더 빨리 나가라·""尹에 기생하는 진드기""","['0', '0', '2', '0', '0']",6,오후 8:48,null,0,0,연합뉴스TV,https://n.news.naver.com/mnews/article/422/0000661174?sid=100
"[뉴스하이킥] 채수지 서울시의원 ""학교구성원조례, 학생·학부모·교원 모두 보호 가능""","['0', '0', '0', '0', '0']",1,오후 8:47,null,0,0,MBC,https://n.news.naver.com/mnews/article/214/0001350247?sid=100
"김정은 초상화, 김일성·김정일과 나란히 걸렸다","['2', '0', '0', '1', '0']",8,오후 8:47,null,0,0,조선일보,https://n.news.naver.com/mnews/article/023/0003835756?sid=100
"여, 정책 혼선에 '군기잡기'…""무엇이든 당과 상의""","['0', '0', '0', '0', '0']",1,오후 8:46,신현정,"1,075",848,연합뉴스TV,https://n.news.naver.com/mnews/article/422/0000661173?sid=100
韓日 정상회담 26일 서울 개최 조율…라인야후 논의 가능성,"['0', '0', '0', '0', '0']",0,오후 8:44,정혜진,"1,285","1,202",서울경제,https://n.news.naver.com/mnews/article/011/0004344009?sid=100
"검찰 “민주당 ‘주가조작, 대북송금 둔갑’ 주장은 실체 왜곡”","['0', '1', '9', '0', '2']",24,오후 8:42,남정률,148,28,조세일보,https://n.news.naver.com/mnews/article/123/0002334553?sid=100
"윤 대통령, 매카시 전 미국 하원의장 접견","['0', '0', '8', '0', '1']",2,오후 8:40,김종우,"1,855",760,부산일보,https://n.news.naver.com/mnews/article/082/0001271215?sid=100
"[단독]“北, 러에 신형 미사일 60기·발사대 7개 공급…실전 성능 실험해”","['45', '2', '3', '1', '8']",48,오후 8:38,고도예,"1,723",700,동아일보,https://n.news.naver.com/mnews/article/020/0003566251?sid=100
"해병대 제3자 “나도 VIP 격노설 들었다”…공수처, 추가 진술 확보","['10', '3', '38', '3', '101']",213,오후 8:35,강연주,"1,983","1,754",경향신문,https://n.news.naver.com/mnews/article/032/0003297829?sid=100
민주당 당선자 워크숍 “당원 민주주의 강화”,"['0', '0', '0', '0', '0']",8,오후 8:35,강재구,"3,613","1,760",한겨레,https://n.news.naver.com/mnews/article/028/0002690517?sid=100
김일성·김정일 옆 김정은…'나란히 걸린 초상화' 의미는,"['0', '0', '0', '0', '0']",1,오후 8:31,안정식,"2,814","1,143",SBS,https://n.news.naver.com/mnews/article/055/0001157287?sid=100
DJ·YS 싸우면서도 함께한 '민추협' 결성 40주년,"['0', '0', '0', '0', '0']",1,오후 8:30,강도림,"1,570","1,947",서울경제,https://n.news.naver.com/mnews/article/011/0004344008?sid=100
"[뉴스하이킥] 채상병 특검 거부권? ""尹 본인 관여된 사건인데.. 반헌법적"" vs ""이해충돌 지나치게 확대 해석""","['0', '0', '0', '0', '0']",5,오후 8:26,null,0,0,MBC,https://n.news.naver.com/mnews/article/214/0001350233?sid=100
조국혁신당 조직 재정비…‘당원 늘리기’ 초점,"['6', '0', '1', '0', '1']",12,오후 8:25,김미희,816,"1,305",국제신문,https://n.news.naver.com/mnews/article/658/0000074274?sid=100
"군인권센터, 김용원 군인권보호관 공수처에 수사의뢰","['2', '1', '8', '1', '84']",29,오후 8:23,조희형,"2,014",997,MBC,https://n.news.naver.com/mnews/article/214/0001350234?sid=100
"尹, 매카시 前 미국 하원의장 접견...한미동맹 지원 당부","['0', '0', '0', '0', '0']",0,오후 8:20,강희경,"1,922","2,321",YTN,https://n.news.naver.com/mnews/article/052/0002038872?sid=100
"김동연, 노무현 전 대통령 추도식 참석…24일 경기도 총선 당선인 간담회","['1', '0', '0', '0', '0']",6,오후 8:20,이진 ,192,408,경기일보,https://n.news.naver.com/mnews/article/666/0000042376?sid=100
1기 신도시 선도지구 선정 ‘주민 동의율’이 관건 [집중취재],"['1', '2', '2', '0', '1']",7,오후 8:19,이정민,580,"1,760",경기일보,https://n.news.naver.com/mnews/article/666/0000042375?sid=100
"尹대통령, 매카시 前 미국 하원의장 접견…한미동맹 발전 방향 논의","['1', '0', '4', '0', '0']",3,오후 8:19,김성수,537,"1,222",이데일리,https://n.news.naver.com/mnews/article/018/0005745828?sid=100
"조국 ""독재자 전두환 호 '일해', 공원 명칭 사용 말아야""(종합)","['33', '1', '3', '0', '3']",94,오후 8:18,신재현,"2,528","2,585",뉴시스,https://n.news.naver.com/mnews/article/003/0012561737?sid=100
"[정면승부]이승환 ""한동훈 회동정치, 홍준표 만나야"" 박성민 ""韓, 尹과 대립각 딜레마""","['4', '1', '0', '0', '0']",13,오후 8:16,null,0,0,YTN,https://n.news.naver.com/mnews/article/052/0002038869?sid=100
국민의힘 채상병 특검 이탈표 17명 '반란' 가능성…낙천·낙선 58명 변수,"['13', '3', '66', '1', '19']",213,오후 8:16,조현호,"4,127","3,082",미디어오늘,https://n.news.naver.com/mnews/article/006/0000124036?sid=100
"잇단 정책 혼선에 첫 당정 정책협의...野 ""권력 누수""","['0', '0', '3', '0', '0']",10,오후 8:14,임성재,"1,252","1,317",YTN,https://n.news.naver.com/mnews/article/052/0002038868?sid=100
김진표 “팬덤이 의원 당선에 기여한 비율 0.1%도 안 돼”,"['2', '0', '32', '1', '0']",23,오후 8:10,임정환,"9,121","1,017",문화일보,https://n.news.naver.com/mnews/article/021/0002638800?sid=100
"與, 특검 재표결 '반대 당론'...이탈표 단속 '안간힘'","['0', '1', '2', '0', '11']",60,오후 8:09,김다연,"1,516","5,800",YTN,https://n.news.naver.com/mnews/article/052/0002038867?sid=100
"'직구 논란'에 추경호 찾아온 장관들…""당정 협력 강화""","['0', '0', '0', '0', '1']",4,오후 8:08,이승재,"2,941","1,545",뉴시스,https://n.news.naver.com/mnews/article/003/0012561733?sid=100
북한 당간부 학교 교실에 김정은 초상화 걸려…우상화 '완성',"['0', '0', '0', '0', '0']",0,오후 8:08,null,0,0,연합뉴스TV,https://n.news.naver.com/mnews/article/422/0000661162?sid=100
"[돌비뉴스] ""선배님들 환영합니다""…'경찰 출신' 당선자 모신 경찰청","['7', '2', '31', '3', '28']",126,오후 8:06,이성대,"2,636","2,223",JTBC,https://n.news.naver.com/mnews/article/437/0000393862?sid=100
"VIP 격노, 나도 들었다…해병대 간부 진술 추가 확보","['84', '11', '35', '2', '186']",519,오후 8:05,원종진,"3,613","2,713",SBS,https://n.news.naver.com/mnews/article/055/0001157279?sid=100
미셀 더넬런 영국 과학혁신기술부 장관 브리핑,"['0', '0', '0', '0', '0']",0,오후 8:04,null,0,0,뉴시스,https://n.news.naver.com/mnews/article/003/0012561732?sid=100
'AI 서울 정상회의 및 AI 글로벌 포럼' 관련 브리핑,"['0', '0', '1', '0', '0']",0,오후 8:04,null,0,0,뉴시스,https://n.news.naver.com/mnews/article/003/0012561731?sid=100
'AI 서울 정상회의 및 AI 글로벌 포럼' 관련 브리,"['0', '0', '0', '0', '0']",0,오후 8:04,null,0,0,뉴시스,https://n.news.naver.com/mnews/article/003/0012561730?sid=100
브리핑하는 미셀 더넬런 영국 과학혁신기술부 장관,"['0', '0', '0', '0', '0']",0,오후 8:04,null,0,0,뉴시스,https://n.news.naver.com/mnews/article/003/0012561729?sid=100
브리핑하는 이종호 과학기술정보통신부 장관,"['0', '0', '1', '0', '0']",0,오후 8:04,null,0,0,뉴시스,https://n.news.naver.com/mnews/article/003/0012561728?sid=100
브리핑하는 이종호 과기정통부 장관,"['0', '0', '1', '0', '0']",0,오후 8:04,null,0,0,뉴시스,https://n.news.naver.com/mnews/article/003/0012561727?sid=100
[앵커의 마침표]해결은 없고 혼란만 남았다,"['0', '0', '3', '0', '0']",2,오후 8:04,동정민,849,"1,513",채널A,https://n.news.naver.com/mnews/article/449/0000275656?sid=100
지상·해상 폭발물 제거 문제없다…합동 처리훈련,"['0', '0', '0', '0', '0']",1,오후 8:04,null,0,0,연합뉴스TV,https://n.news.naver.com/mnews/article/422/0000661161?sid=100
"UAE 대통령, 오는 28~29일 첫 방한…윤 대통령과 정상회담","['1', '0', '5', '0', '1']",2,오후 8:02,김성수,537,"1,222",이데일리,https://n.news.naver.com/mnews/article/018/0005745826?sid=100
세수 한파에 교부세 ‘뚝’ 보릿고개 맞은 인천시,"['2', '0', '0', '0', '2']",2,오후 8:02,김지혜,909,"2,621",경기일보,https://n.news.naver.com/mnews/article/666/0000042373?sid=100
"[돌비뉴스] '나도 수박이냐?'…김성환 ""우원식 찍었다"" 커밍아웃","['1', '0', '4', '0', '5']",81,오후 8:02,이성대,"2,636","2,223",JTBC,https://n.news.naver.com/mnews/article/437/0000393861?sid=100
"허은아 ""尹의 가장 비겁하고 추악한 거부권…국힘, 소돔과 고모라 되지 말길""","['13', '0', '29', '0', '0']",41,오후 8:02,박세열,"8,336","3,112",프레시안,https://n.news.naver.com/mnews/article/002/0002332811?sid=100
"야 ""탄핵 열차 시동"" vs 여 ""이재명 리스크 돌파용""","['3', '1', '1', '0', '1']",32,오후 8:01,한소희,"2,215","1,072",SBS,https://n.news.naver.com/mnews/article/055/0001157278?sid=100
"임기 일주일 남은 낙선 의원도 붙잡았다... 與, '채 상병 특검' 막아라","['1', '1', '3', '0', '0']",24,오후 8:01,나광현,"1,755","1,152",한국일보,https://n.news.naver.com/mnews/article/469/0000802755?sid=100
"'재표결 28일' 총동원령…민주당, 낙천자 위주 공략","['23', '1', '9', '1', '7']",80,오후 7:59,김기태,"1,652",353,SBS,https://n.news.naver.com/mnews/article/055/0001157277?sid=100
"'일시 귀국' 김경수, 문재인 전 대통령 예방","['0', '0', '0', '0', '0']",0,오후 7:58,윤솔 ,"1,266","1,036",연합뉴스TV,https://n.news.naver.com/mnews/article/422/0000661159?sid=100
"친윤계 ""새살림? 나가라""… 洪 ""尹 찐드기들""","['9', '4', '3', '0', '1']",33,오후 7:58,한기호,"6,046","2,715",디지털타임스,https://n.news.naver.com/mnews/article/029/0002875366?sid=100
숨지 않겠다더니‥참모 앞세워 '민심 거부권',"['0', '0', '122', '2', '55']",154,오후 7:57,강연섭,974,395,MBC,https://n.news.naver.com/mnews/article/214/0001350220?sid=100
"이한경 재난안전관리본부장, 재해경감 우수기업 인증 수여식 참석","['0', '0', '0', '0', '0']",0,오후 7:56,null,0,0,연합뉴스,https://n.news.naver.com/mnews/article/001/0014702543?sid=100
“한일 정상회담 26일 서울 개최 조율…라인야후 논의 가능성”,"['0', '0', '0', '0', '0']",3,오후 7:56,성윤수,"2,746","1,535",국민일보,https://n.news.naver.com/mnews/article/005/0001698006?sid=100
"[속보] 한일 정상회담 26일 서울로 조율, ""라인야후 논의 가능성""","['1', '1', '6', '0', '13']",42,오후 7:56,임재환,"8,784","3,223",매일신문,https://n.news.naver.com/mnews/article/088/0000879912?sid=100
북한 김씨 3대 초상화 나란히 걸려…김정은 우상화 박차,"['4', '0', '0', '0', '0']",11,오후 7:56,강재묵,378,604,MBN,https://n.news.naver.com/mnews/article/057/0001819232?sid=100
인천국제공항 계류장 관제탑 살펴보는 이한경 재난안전관리본부장,"['0', '0', '0', '0', '0']",0,오후 7:55,null,0,0,연합뉴스,https://n.news.naver.com/mnews/article/001/0014702541?sid=100
"이한경 재난안전관리본부장, 재해경감 우수기업 인증 수여식 참석","['0', '0', '0', '0', '0']",0,오후 7:55,null,0,0,연합뉴스,https://n.news.naver.com/mnews/article/001/0014702540?sid=100
"게시판으로, 편지로 전방위 설득‥'특검 찬성' 17표 돌아설까?","['4', '1', '18', '3', '157']",148,오후 7:55,지윤수,"1,448","1,592",MBC,https://n.news.naver.com/mnews/article/214/0001350219?sid=100
김일성·김정일 옆 김정은 초상화…“우상화 작업”,"['1', '0', '0', '0', '1']",1,오후 7:54,권갑구,468,600,채널A,https://n.news.naver.com/mnews/article/449/0000275651?sid=100
"전북도-강원도, 특별자치도 공동 과제 합동 연수","['0', '0', '0', '0', '0']",0,오후 7:53,박웅 ,699,577,KBS,https://n.news.naver.com/mnews/article/056/0011726263?sid=100
"전북교육감 '폭행 의혹' 공방 가열…""양심선언"" vs ""거짓말""","['2', '1', '0', '0', '1']",9,오후 7:53,정경재,"1,779","4,032",연합뉴스,https://n.news.naver.com/mnews/article/001/0014702537?sid=100
"'채상병 특검법' 28일 재표결 ""국민 배신 말라""‥""철벽 방어""","['0', '0', '0', '1', '104']",94,오후 7:52,홍의표,"2,551","4,847",MBC,https://n.news.naver.com/mnews/article/214/0001350218?sid=100
"조국, 대구 찾아 전세사기 피해자 추모","['0', '0', '1', '0', '0']",1,오후 7:50,이하늬,351,"1,037",KBS,https://n.news.naver.com/mnews/article/056/0011726255?sid=100
"대구 간 조국 ""전세사기특별법 개정안 반드시 통과시켜야""","['18', '1', '74', '1', '5']",76,오후 7:50,조정훈,"1,716","1,037",오마이뉴스,https://n.news.naver.com/mnews/article/047/0002434313?sid=100
한일 정상회담 26일 서울 개최 조율…작년 11월 이후 6개월만에 만나,"['0', '0', '0', '0', '0']",1,오후 7:49,차은지,"4,753","1,478",한국경제,https://n.news.naver.com/mnews/article/015/0004987930?sid=100
"‘표 단속’ 비상걸린 與…추경호 “‘채상병 특검법’, 반대가 당론”","['35', '4', '21', '0', '1']",144,오후 7:49,권구용,"1,610","1,001",동아일보,https://n.news.naver.com/mnews/article/020/0003566248?sid=100
‘법카 유용 의혹’ 김혜경 측근 배모씨 “김씨 몰래 한 것”,"['284', '2', '18', '0', '16']",468,오후 7:49,남정률,148,28,조세일보,https://n.news.naver.com/mnews/article/123/0002334551?sid=100
